Región;Número de Región;Comuna;Establecimiento;Teléfono;Pertenecencia;Dirección
Del Bíobío;VIII;Coelemu;Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu;422585564;Perteneciente;Calle Manuel Antonio Matta 370
Del Bíobío;VIII;Chillán;Consultorio de Salud AChS (Chillán);422201660;No Perteneciente;Avenida Collín 532
Del Bíobío;VIII;Chillán;Centro CONIN Chillán;422223220;No Perteneciente;Avenida José María Caro 565
Del Bíobío;VIII;Chillán;Clínica Las Amapolas;422431900;No Perteneciente;Avenida Vicente 75
Del Bíobío;VIII;Chillán;Centro de Salud Mutual CChC Chillán;422213046;No Perteneciente;Avenida Argentina 742
Del Bíobío;VIII;Chillán;Policlínico San Martín de Porres;422232769;No Perteneciente;Calle Andrés Bello, Población Balmaceda, Ultraestación. 151
Del Bíobío;VIII;Chillán;Clínica Chillán;422433000;No Perteneciente;Avenida Pedro Aguirre Cerda 35
Del Bíobío;VIII;Chillán;Departamento de Salud Estudiantil Universidad del Biobío Sede Chillán;422253466;No Perteneciente;
Del Bíobío;VIII;Chillán;Consultorio de Salud Universidad de Concepción;422208778;No Perteneciente;Avenida Vicente 595
Del Bíobío;VIII;Chillán;Soc.Lab.cl. Arauco Ltda.;422225996;No Perteneciente;Avenida Libertad 764
Del Bíobío;VIII;Chillán;Soc.Lab Clínico Biolab Ltda.;422211670;No Perteneciente;Calle 18 de Septiembre 325
Del Bíobío;VIII;Chillán;Laboratorio Clínico Cinco de Abril;422224425;No Perteneciente;Avenida Argentina 648
Del Bíobío;VIII;Chillán;Laboratorio Clínico Christian Gross Ltda.;422239210;No Perteneciente;Calle Bulnes 655
Del Bíobío;VIII;Chillán;Sociedad Laboratorio Folch Ltda;422223370;No Perteneciente;Calle 18 de Septiembre 860
Del Bíobío;VIII;Chillán;Laboratorio Clínico Someruno;422227394;No Perteneciente;Calle Isabel Riquelme 446
Del Bíobío;VIII;Chillán;Sociedad Laboratorio Clínico Bioclín Ltda.;422240387;No Perteneciente;Avenida Libertad 1099
Del Bíobío;VIII;Chillán;Laboratorio Inmunomedica Ltda.;422834286;No Perteneciente;Avenida Libertad 1137
Del Bíobío;VIII;Chillán;Laboratorio Clínico Chillan Ltda.;422433014;No Perteneciente;Avenida Pedro Aguirre Cerda 35
Del Bíobío;VIII;Chillán;Laboratorio Clínico San Carlos Ltda.;422411695;No Perteneciente;Calle Brasil 362
Del Bíobío;VIII;Chillán;Megasalud Chillán;422215585;No Perteneciente;Avenida Libertad 431
Del Bíobío;VIII;Chillán;Laboratorio Clínico Inmunomedica;;No Perteneciente;Avenida Libertad 1137
Del Bíobío;VIII;Chillán;Laboratorio Clínico Someruno;;No Perteneciente;Calle Isabel Riquelme 446
Del Bíobío;VIII;Chillán;Laboratorio Clínico Cinco de Abril;;No Perteneciente;Avenida Argentina 648
Del Bíobío;VIII;Chillán;Centro de Salud Familiar Violeta Parra;;Perteneciente;Calle Francisco Ramírez 150
Del Bíobío;VIII;Chillán;Centro de Salud Familiar San Ramón Nonato;800500823;Perteneciente;
Del Bíobío;VIII;Chillán;Centro de Salud Familiar Ultraestación Dr. Raúl San Martín González;800500824;Perteneciente;
Del Bíobío;VIII;Chillán;Centro de Salud Familiar Isabel Riquelme;800500822;Perteneciente;Calle O'Higgins 1661
Del Bíobío;VIII;Portezuelo;Centro de Salud Familiar Portezuelo;422571096;Perteneciente;Calle San Martín 150
Del Bíobío;VIII;Quillón;Centro de Salud Familiar Quillón;422581027;Perteneciente;Calle Francisco Unzueta 159
Del Bíobío;VIII;Cobquecura;Centro de Salud Familiar Cobquecura;422371651;Perteneciente;Calle Chacabuco 473
Del Bíobío;VIII;San Ignacio;Centro de Salud Familiar San Ignacio;421970631;Perteneciente;
Del Bíobío;VIII;San Fabián;Centro de Salud Familiar San Fabián;422375131;Perteneciente;
Del Bíobío;VIII;Pemuco;Centro de Salud Familiar Pemuco;422653041;Perteneciente;Calle Padre Jorge Herrera 1086
Del Bíobío;VIII;San Carlos;Centro de Salud Familiar Dr. José Duran Trujillo;422415410;Perteneciente;Calle Las Acacias 470
Del Bíobío;VIII;San Nicolás;Centro de Salud Familiar San Nicolás;422561414;Perteneciente;
Del Bíobío;VIII;Ñiquén;Centro de Salud Familiar Ñiquén;422373293;Perteneciente;
Del Bíobío;VIII;Ninhue;Centro de Salud Familiar Dr. David Benavente de Ninhue;421972942;Perteneciente;Calle Arturo Prat 405
Del Bíobío;VIII;Yungay;Centro de Salud Familiar Campanario;421970734;Perteneciente;
Del Bíobío;VIII;Ránquil;Centro de Salud Familiar Ñipas;422434739;Perteneciente;Calle Pedro Aguirre Cerda 392
Del Bíobío;VIII;Pinto;Centro de Salud Familiar Pinto;422484015;Perteneciente;
Del Bíobío;VIII;Coihueco;Centro de Salud Familiar Coihueco;422471060;Perteneciente;Calle Prat 683
Del Bíobío;VIII;San Ignacio;Centro de Salud Familiar Quiriquina;421975403;Perteneciente;
Del Bíobío;VIII;Chillán;Centro de Salud Familiar Quinchamalí;422351071;Perteneciente;
Del Bíobío;VIII;Chillán;Centro de Salud Familiar Los Volcanes;;Perteneciente;Calle Los Cóndores 155
Del Bíobío;VIII;Coihueco;Centro de Salud Familiar Luis Montecinos;422471006;Perteneciente;Calle 18 de Septiembre 631
Del Bíobío;VIII;Bulnes;Centro de Salud Familiar Santa Clara;422641152;Perteneciente;
Del Bíobío;VIII;Treguaco;Centro de Salud Familiar Treguaco;422511605;Perteneciente;Calle Luis Lama 286
Del Bíobío;VIII;Chillán Viejo;Centro de Salud Familiar Dr. Federico Puga;422263577;Perteneciente;Calle Erasmo Escala 872
Del Bíobío;VIII;San Carlos;Centro de Salud Familiar Teresa Baldechi;422416920;Perteneciente;
Del Bíobío;VIII;Chillán;Centro de Salud Familiar Sol de Oriente;;Perteneciente;
Del Bíobío;VIII;Chillán Viejo;Centro de Salud Familiar Dra. Michelle Bachelet Jeria;;Perteneciente;Calle Huambalí 1201
Del Bíobío;VIII;Coihueco;Posta de Salud Rural Talquipén;;Perteneciente;
Del Bíobío;VIII;Coihueco;Posta de Salud Rural Bustamante;;Perteneciente;
Del Bíobío;VIII;Chillán;Posta de Salud Rural Capilla Cato;;Perteneciente;
Del Bíobío;VIII;Coihueco;Posta de Salud Rural Minas del Prado;;Perteneciente;
Del Bíobío;VIII;Coihueco;Posta de Salud Rural Tanilvoro;;Perteneciente;
Del Bíobío;VIII;Pinto;Posta de Salud Rural Recinto;;Perteneciente;
Del Bíobío;VIII;Chillán;Posta de Salud Rural Huape;;Perteneciente;
Del Bíobío;VIII;Chillán Viejo;Posta de Salud Rural Rucapequén;;Perteneciente;
Del Bíobío;VIII;Chillán Viejo;Posta de Salud Rural Nebuco;;Perteneciente;
Del Bíobío;VIII;San Carlos;Centro Comunitario de Salud Familiar Cachapoal;;Perteneciente;
Del Bíobío;VIII;San Carlos;Posta de Salud Rural Rivera de Ñuble;;Perteneciente;
Del Bíobío;VIII;Ñiquén;Posta de Salud Rural Chacay (Ñiquén);;Perteneciente;
Del Bíobío;VIII;Ñiquén;Posta de Salud Rural Ñiquén;;Perteneciente;
Del Bíobío;VIII;San Carlos;Posta de Salud Rural Torrecillas;;Perteneciente;
Del Bíobío;VIII;Ñiquén;Posta de Salud Rural La Gloria;;Perteneciente;
Del Bíobío;VIII;San Carlos;Posta de Salud Rural Monte Blanco;;Perteneciente;
Del Bíobío;VIII;Talcahuano;SAPU Alcalde Leocán Portus;412597373;Perteneciente;Calle Manuel Barros Borgoño 2645
Del Bíobío;VIII;Talcahuano;SAPU Los Cerros;412723508;Perteneciente;
Del Bíobío;VIII;Hualpén;SAPU Talcahuano Sur;412783909;Perteneciente;Calle Postdam 632
Del Bíobío;VIII;Los Ángeles;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Bíobío);;Perteneciente;Avenida Ricardo Vicuña 147
Del Bíobío;VIII;Los Ángeles;PRAIS (S.S Bíobío);;Perteneciente;Avenida Ricardo Vicuña 147
Del Bíobío;VIII;Tucapel;Clínica Dental Móvil Triple. Pat. UW9511 (Huepil);432332613;Perteneciente;Calle 12 de Febrero 233
Del Bíobío;VIII;Santa Bárbara;Clínica Dental Móvil Triple. Pat. NW6995 (Santa Bárbara);432581203;Perteneciente;
Del Bíobío;VIII;Yumbel;Clínica Dental Móvil Triple. Pat. NW6996 (Yumbel);432332350;Perteneciente;Calle Castellón 251
Del Bíobío;VIII;Los Ángeles;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);432336000;Perteneciente;
Del Bíobío;VIII;Mulchén;Hospital Comunitario de Mulchén;432332282;Perteneciente;
Del Bíobío;VIII;Nacimiento;Hospital Comunitario de Nacimiento;432332970;Perteneciente;
Del Bíobío;VIII;Yumbel;Hospital Comunitario de Yumbel;432332350;Perteneciente;Calle Castellón 251
Del Bíobío;VIII;Laja;Hospital Comunitario de Laja;432332634;Perteneciente;Calle Baquedano 300
Del Bíobío;VIII;Santa Bárbara;Hospital Comunitario de Santa Bárbara;432332770;Perteneciente;
Del Bíobío;VIII;Tucapel;Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil;432332613;Perteneciente;Calle 12 de Febrero 233
Del Bíobío;VIII;Los Ángeles;Policlínico AChS Los ángeles;432401701;No Perteneciente;Avenida Ricardo 252
Del Bíobío;VIII;Los Ángeles;Centro CONIN Los Ángeles;432533140;No Perteneciente;Calle Colo Colo 873
Del Bíobío;VIII;Los Ángeles;Clínica Adventista;432314056;No Perteneciente;Calle Manuel Rodríguez 456
Del Bíobío;VIII;Nacimiento;Policlínico AChS Subregional Nacimiento;432511447;No Perteneciente;Calle El Palque 915
Del Bíobío;VIII;Los Ángeles;Clínica Los Andes;432210201;No Perteneciente;Calle Dr. Genaro Reyes 581
Del Bíobío;VIII;Los Ángeles;Hospital Mutual de Seguridad CChC Los Ángeles;432322177;No Perteneciente;Calle Mendoza 850
Del Bíobío;VIII;Los Ángeles;Megasalud S.A. Centro Médico y Dental Los Ángeles;432311338;No Perteneciente;Calle Lautaro 615
Del Bíobío;VIII;Los Ángeles;Laboratorio Clínico Central Kojchen y Compañía Limitada;432323507;No Perteneciente;Calle Mendoza 357
Del Bíobío;VIII;Los Ángeles;Laboratorio Clínico Cordillera;432210280;No Perteneciente;Calle Genaro Reyes 581
Del Bíobío;VIII;Cabrero;Laboratorio Clínico Biomec;432419041;No Perteneciente;Calle Aníbal Pinto 397
Del Bíobío;VIII;Los Ángeles;Vacunatorio Buena Salud;;No Perteneciente;Calle Valdivia 300
Del Bíobío;VIII;Los Ángeles;Centro de Salud Familiar Nororiente de Los Ángeles;;Perteneciente;Calle Morse 1558
Del Bíobío;VIII;Los Ángeles;Centro de Salud Familiar Santa Fe;432391006;Perteneciente;
Del Bíobío;VIII;Antuco;Centro de Salud Familiar Antuco;432621002;Perteneciente;
Del Bíobío;VIII;Cabrero;Centro de Salud Familiar Monteaguila;432411346;Perteneciente;
Del Bíobío;VIII;Cabrero;Centro de Salud Familiar Lautaro Cáceres Ramos;552411012;Perteneciente;Calle Tucapel 360
Del Bíobío;VIII;Quilleco;Centro de Salud Familiar Quilleco;432611010;Perteneciente;
Del Bíobío;VIII;Negrete;Centro de Salud Familiar Yanequén;432551422;Perteneciente;
Del Bíobío;VIII;San Rosendo;Centro de Salud Familiar Dr. Carlos Echeverría Véjar;432332053;Perteneciente;Calle Baquedano 95
Del Bíobío;VIII;Los Ángeles;Centro de Salud Familiar 2 Septiembre;800500804;Perteneciente;Calle Max Jara 605
Del Bíobío;VIII;Los Ángeles;Centro de Salud Familiar Norte de Los Ángeles;432332200;Perteneciente;Calle Los Ángeles 810
Del Bíobío;VIII;Los Ángeles;Centro de Salud Familiar Paillihue;800500805;Perteneciente;Calle Juan Guzmán 437
Del Bíobío;VIII;Alto Biobío;Centro de Salud Familiar Ralco;432374151;Perteneciente;
Del Bíobío;VIII;Yumbel;Centro de Salud Familiar Yumbel Estación;432332045;Perteneciente;Calle La Concepción 275
Del Bíobío;VIII;Quilleco;Centro de Salud Familiar Canteras Villa Mercedes;432373848;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Centro de Salud Familiar Nuevo Horizonte;432333221;Perteneciente;Calle Aguas Calientes 2360
Del Bíobío;VIII;Quilaco;Consultorio General Rural Quilaco;432633614;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Millantú;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Chacayal Norte;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural El Durazno ( Los Ángeles);;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Los Molinos;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Llano Blanco;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Los Troncos;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Centro Comunitario de Salud Familiar El Peral;;Perteneciente;Avenida El Peral, Lote 1-A, El Peral 565
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural San Carlos;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Mesamávida;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural San Gerardo;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Dicahue;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Salto del Laja;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Los Robles (Los Ángeles);;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Alborada;;Perteneciente;
Del Bíobío;VIII;Antuco;Posta de Salud Rural Los Canelos (Antuco);;Perteneciente;
Del Bíobío;VIII;Mulchén;Posta de Salud Rural El Cisne;;Perteneciente;
Del Bíobío;VIII;Mulchén;Posta de Salud Rural Tierras Libres;;Perteneciente;
Del Bíobío;VIII;Mulchén;Posta de Salud Rural Santa Adriana;;Perteneciente;
Del Bíobío;VIII;Laja;Posta de Salud Rural La Colonia;;Perteneciente;
Del Bíobío;VIII;Laja;Posta de Salud Rural Santa Elena (Laja);;Perteneciente;
Del Bíobío;VIII;Laja;Posta de Salud Rural Puente Perales;;Perteneciente;
Del Bíobío;VIII;Nacimiento;Posta de Salud Rural Dollinco (Nacimiento);;Perteneciente;
Del Bíobío;VIII;Nacimiento;Posta de Salud Rural Culenco;;Perteneciente;
Del Bíobío;VIII;Nacimiento;Posta de Salud Rural Choroico (Nacimiento);;Perteneciente;
Del Bíobío;VIII;Negrete;Posta de Salud Rural Coigue;;Perteneciente;
Del Bíobío;VIII;Nacimiento;Posta de Salud Rural Millapoa;;Perteneciente;
Del Bíobío;VIII;Nacimiento;Posta de Salud Rural Carrizal;;Perteneciente;
Del Bíobío;VIII;Nacimiento;Posta de Salud Rural San Roque;;Perteneciente;
Del Bíobío;VIII;Negrete;Posta de Salud Rural Rihue;;Perteneciente;
Del Bíobío;VIII;Tucapel;Posta de Salud Rural Rucamanqui;;Perteneciente;
Del Bíobío;VIII;Quilaco;Posta de Salud Rural Rucalhue;;Perteneciente;
Del Bíobío;VIII;Quilaco;Posta de Salud Rural Loncopangue;;Perteneciente;
Del Bíobío;VIII;Quilaco;Posta de Salud Rural Campamento;;Perteneciente;
Del Bíobío;VIII;Quilleco;Posta de Salud Rural Tinajón;;Perteneciente;
Del Bíobío;VIII;San Rosendo;Posta de Salud Rural Turquía;;Perteneciente;
Del Bíobío;VIII;Quilaco;Posta de Salud Rural Quilaco;432633614;Perteneciente;
Del Bíobío;VIII;Quilaco;Posta de Salud Rural Piñiquihue;;Perteneciente;
Del Bíobío;VIII;Alto Biobío;Posta de Salud Rural Pitril;;Perteneciente;
Del Bíobío;VIII;Santa Bárbara;Posta de Salud Rural Villucura;;Perteneciente;
Del Bíobío;VIII;Santa Bárbara;Posta de Salud Rural El Huachi;;Perteneciente;
Del Bíobío;VIII;Alto Biobío;Posta de Salud Rural Callaqui;;Perteneciente;
Del Bíobío;VIII;Alto Biobío;Posta de Salud Rural Trapa Trapa;;Perteneciente;
Del Bíobío;VIII;Santa Bárbara;Posta de Salud Rural Los Boldos;;Perteneciente;
Del Bíobío;VIII;Alto Biobío;Posta de Salud Rural Ralco Lepoy;;Perteneciente;
Del Bíobío;VIII;Alto Biobío;Posta de Salud Rural Malla Malla;;Perteneciente;
Del Bíobío;VIII;Alto Biobío;Posta de Salud Rural Malla Palmucho;;Perteneciente;
Del Bíobío;VIII;Yumbel;Posta de Salud Rural La Aguada;;Perteneciente;
Del Bíobío;VIII;Yumbel;Posta de Salud Rural Rere;;Perteneciente;
Del Bíobío;VIII;Yumbel;Posta de Salud Rural Tomeco;;Perteneciente;
Del Bíobío;VIII;Yumbel;Posta de Salud Rural Río Claro;;Perteneciente;
Del Bíobío;VIII;Cabrero;Posta de Salud Rural Chillancito;;Perteneciente;
Del Bíobío;VIII;Cabrero;Posta de Salud Rural Charrúa;;Perteneciente;
Del Bíobío;VIII;Cabrero;Posta de Salud Rural Colicheo;;Perteneciente;
Del Bíobío;VIII;Tucapel;Consultorio General Rural Tucapel;;Perteneciente;
Del Bíobío;VIII;Tucapel;Posta de Salud Rural Trupán;;Perteneciente;
Del Bíobío;VIII;Tucapel;Posta de Salud Rural Polcura;;Perteneciente;
Del Bíobío;VIII;Cabrero;Posta de Salud Rural Quinel;;Perteneciente;
Del Bíobío;VIII;Quilleco;Posta de Salud Rural Río Pardo;;Perteneciente;
Del Bíobío;VIII;Quilleco;Posta de Salud Rural Cañicura;;Perteneciente;
Del Bíobío;VIII;Alto Biobío;Posta de Salud Rural Cauñicú;;Perteneciente;
Del Bíobío;VIII;Mulchén;Posta de Salud Rural Mañihual;;Perteneciente;
Del Bíobío;VIII;Mulchén;Posta de Salud Rural Rapelco;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Chacayal Sur;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Posta de Salud Rural Virquenco;;Perteneciente;
Del Bíobío;VIII;Santa Bárbara;Posta de Salud Rural Los Junquillos;;Perteneciente;
Del Bíobío;VIII;Mulchén;Posta de Salud Rural Alhuelemu;;Perteneciente;
Del Bíobío;VIII;Alto Biobío;Posta de Salud Rural Butalelbum;;Perteneciente;
Del Bíobío;VIII;Santa Bárbara;Posta de Salud Rural El Castillo;;Perteneciente;
Del Bíobío;VIII;Yumbel;Posta de Salud Rural Canchillas;;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Centro Comunitario de Salud Familiar Galvarino;432630686;Perteneciente;Calle Argentina 198
Del Bíobío;VIII;Mulchén;Centro Comunitario de Salud Familiar Mulchén;432333240;Perteneciente;Calle Fresia 1541
Del Bíobío;VIII;Nacimiento;Centro Comunitario de Salud Familiar Julio Hemmelmann;432333260;Perteneciente;Calle Los Cipreses 209
Del Bíobío;VIII;Nacimiento;Centro Comunitario de Salud Familiar Lautaro;432333280;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Centro Comunitario de Salud Familiar Los Pioneros;432333730;Perteneciente;
Del Bíobío;VIII;Los Ángeles;Centro Comunitario de Salud Familiar Villa Los Ríos;432333710;Perteneciente;Pasaje Cali, Villa Los Ríos 2109
Del Bíobío;VIII;Los Ángeles;Centro Comunitario de Salud Familiar Los Carrera;432333700;Perteneciente;Calle Los Carreras 1302
Del Bíobío;VIII;Los Ángeles;Centro Comunitario de Salud Familiar Las Azaleas;432333720;Perteneciente;
Del Bíobío;VIII;Cabrero;SAR Cabrero;432333646;Perteneciente;Calle Tucapel 360
Del Bíobío;VIII;Los Ángeles;SAPU Paillihue;432333700;Perteneciente;Calle Los Carrera 1302
Del Bíobío;VIII;Los Ángeles;SAR Norte;432332206;Perteneciente;Avenida Los Ángeles 810
Del Bíobío;VIII;Santa Juana;Posta de Salud Rural Purgatorio;;Perteneciente;
Del Bíobío;VIII;Florida;Posta de Salud Rural Granerillos;;Perteneciente;
Del Bíobío;VIII;Florida;Posta de Salud Rural Cancha Los Monteros;;Perteneciente;
Del Bíobío;VIII;Florida;Posta de Salud Rural Roa;;Perteneciente;
Del Bíobío;VIII;Coronel;Posta de Salud Rural Patagual;;Perteneciente;
Del Bíobío;VIII;San Pedro de la Paz;Clínica Universitaria San Pedro de la Paz;412666000;No Perteneciente;Calle Molco 1145
Del Bíobío;VIII;Concepción;Laboratorio Clínico Hasiles;412290940;No Perteneciente;Calle Angol 510
Del Bíobío;VIII;Concepción;Laboratorio Dipreca;412919793;No Perteneciente;Calle San Martín 963
Del Bíobío;VIII;Concepción;Laboratorio Clínico Seres Ltda.;412220915;No Perteneciente;Calle San Martín 472
Del Bíobío;VIII;Concepción;Laboratorio Clínico Lincoyán;412225181;No Perteneciente;Calle Lincoyán 252
Del Bíobío;VIII;Concepción;Laboratorio Clínico Dr. Raúl Campos y Cía. Ltda.;412251230;No Perteneciente;Calle Lincoyán 186
Del Bíobío;VIII;Concepción;Laboratorio Clínico Dr. Gustavo Torrejón Sanhueza y Cía. Ltda.;412227896;No Perteneciente;Calle Tucapel 286
Del Bíobío;VIII;Concepción;Laboratorio Clínico Tecnimed Ltda.;412628800;No Perteneciente;Calle Colo Colo 357
Del Bíobío;VIII;Concepción;Laboratorio Clínico Dimet Ltda.;412911686;No Perteneciente;Calle Diagonal Pac 1075
Del Bíobío;VIII;Concepción;Laboratorio Clínico Diagonal;412237704;No Perteneciente;Calle Ongolmo 174
Del Bíobío;VIII;Concepción;Laboratorio Clínico Castellón;412464456;No Perteneciente;Calle Tucapel 143
